,Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
1422,7,5,672.0,Y,2037,229000
1423,7,5,628.0,Y,1356,177439
1424,8,5,1615.0,Y,1615,248500
1425,9,5,2271.0,Y,2276,475000
1426,9,5,1751.0,Y,1766,395039
1427,7,5,1080.0,Y,2097,228000
1428,8,5,1401.0,Y,1511,225000
1429,6,6,1182.0,Y,1643,195000
1430,6,5,616.0,Y,1688,200000
1431,5,7,990.0,Y,990,155000
1432,5,6,1099.0,Y,1099,144000
1433,5,5,990.0,Y,990,145000
1434,7,5,1418.0,Y,1418,226001
1435,6,5,864.0,Y,1771,215700
1436,7,5,782.0,Y,1652,207500
1437,7,5,873.0,Y,1790,193000
1438,7,5,880.0,Y,1724,188000
1439,7,5,1468.0,Y,1479,191000
1440,7,5,1494.0,Y,1494,221000
1441,7,5,963.0,Y,1792,231500
1442,7,5,928.0,Y,1823,235000
1443,7,5,920.0,Y,1786,223500
1444,5,6,938.0,Y,938,130250
1445,5,8,985.0,Y,985,149900
1446,5,6,864.0,Y,1174,158000
1447,6,6,940.0,Y,1026,147000
1448,5,6,1076.0,Y,1076,143195
1449,5,6,864.0,Y,1558,163000
1450,5,6,924.0,Y,924,110000
1451,5,7,864.0,Y,864,127000
1452,5,7,780.0,Y,780,124900
1453,8,5,1777.0,Y,1795,230000
1454,8,5,1128.0,Y,2031,237000
1455,7,5,992.0,Y,1865,235000
1456,7,5,1257.0,Y,2161,230500
1457,8,5,1004.0,Y,1852,230000
1458,7,5,1153.0,Y,2031,222500
1459,8,5,1055.0,Y,2263,287000
1460,9,5,1357.0,Y,1947,274000
1461,8,5,1778.0,Y,1786,300000
1462,8,5,1128.0,Y,2290,255900
1463,7,5,884.0,Y,1768,224900
1464,7,5,1129.0,Y,2327,240000
1465,7,5,798.0,Y,1640,183000
1466,8,5,850.0,Y,1764,207000
1467,7,5,915.0,Y,1908,210000
1468,6,5,848.0,Y,848,136500
1469,6,5,848.0,Y,848,145000
1470,6,5,1478.0,Y,1493,208900
1471,6,5,1838.0,Y,1838,185000
1472,7,5,1536.0,Y,1536,214000
1473,7,5,856.0,Y,1710,208500
1474,7,5,1445.0,Y,1445,186500
1475,7,5,1436.0,Y,1436,210000
1476,7,5,770.0,Y,1582,185900
1477,8,5,1234.0,Y,1234,179900
1478,7,6,1564.0,Y,1564,218836
1479,7,5,1351.0,Y,1361,193000
1480,7,5,728.0,Y,1456,189000
1481,6,5,848.0,Y,848,149300
1482,6,5,848.0,Y,848,141000
1483,6,5,848.0,Y,848,149000
1484,6,5,848.0,Y,848,144500
1485,5,7,796.0,Y,796,85000
1486,5,7,1272.0,Y,2200,145900
1487,5,5,1092.0,Y,1092,123000
1488,5,6,1256.0,Y,1256,147500
1489,5,5,456.0,Y,1033,165000
1490,6,6,1127.0,Y,1127,135000
1491,5,6,996.0,Y,996,108000
1492,4,5,1138.0,Y,1181,137500
1493,7,5,746.0,Y,1656,165400
1494,6,6,1029.0,Y,1117,147000
1495,6,7,684.0,Y,1398,160500
1496,4,5,1132.0,Y,1132,176000
1497,5,7,0.0,Y,3820,284700
1498,10,5,6110.0,Y,5642,160000
1499,6,5,547.0,Y,1072,148000
1500,4,5,0.0,N,1152,82000
1501,4,5,0.0,N,1152,82000
1502,4,4,1440.0,N,1440,118000
1503,4,5,0.0,N,1152,82500
1504,4,5,784.0,N,784,91900
1505,5,7,585.0,Y,1053,120000
1506,5,8,0.0,Y,1137,96000
1507,4,5,911.0,Y,930,99000
1508,5,6,768.0,Y,1200,130500
1509,4,6,941.0,Y,1470,135000
1510,5,7,816.0,Y,1393,135500
1511,4,6,416.0,Y,1204,100000
1512,4,7,949.0,Y,1292,108000
1513,5,6,864.0,N,864,98000
1514,3,3,864.0,N,864,67000
1515,5,6,780.0,N,1716,135900
1516,6,8,672.0,N,1482,140000
1517,5,8,720.0,Y,2192,179500
1518,6,5,1181.0,Y,1694,136500
1519,7,8,1228.0,Y,1424,168000
1520,5,6,940.0,N,1964,130000
1521,5,6,612.0,Y,2601,189000
1522,6,7,960.0,Y,1920,161900
1523,6,6,644.0,Y,1316,145000
1524,6,7,588.0,Y,2555,191000
1525,6,7,840.0,Y,1680,177000
1526,6,6,676.0,Y,1264,147500
1527,6,5,768.0,N,790,91000
1528,8,9,798.0,Y,1512,231000
1529,6,5,1064.0,Y,1639,115000
1530,6,3,784.0,Y,1603,138000
1531,7,6,776.0,Y,1502,149000
1532,6,7,715.0,Y,1660,188700
1533,5,6,942.0,Y,1938,198000
1534,5,4,884.0,Y,1374,110000
1535,6,5,1091.0,N,1091,104000
1536,8,6,608.0,Y,1873,257076
1537,8,9,728.0,Y,3447,381000
1538,7,9,798.0,Y,1954,311500
1539,7,9,832.0,Y,2161,263400
1540,5,5,1898.0,Y,1898,236500
1541,6,7,1296.0,Y,1640,224000
1542,6,6,516.0,Y,1032,116500
1543,6,6,716.0,Y,1556,151000
1544,6,8,894.0,Y,919,126000
1545,6,8,720.0,Y,1090,120000
1546,4,4,796.0,N,796,55000
1547,6,8,816.0,Y,816,120500
1548,5,6,740.0,Y,778,120500
1549,5,7,780.0,Y,1200,119000
1550,5,5,624.0,Y,1656,126000
1551,5,7,520.0,Y,912,99500
1552,5,5,1151.0,Y,1955,165500
1553,1,5,0.0,N,733,13100
1554,4,7,173.0,N,1361,89000
1555,4,4,649.0,N,1317,40000
1556,4,7,356.0,N,1049,80900
1557,3,4,894.0,Y,894,81000
1558,4,6,592.0,Y,864,65000
1559,8,5,1600.0,Y,1652,392500
1560,8,5,1596.0,Y,1648,294464
1561,7,5,1594.0,Y,1646,250000
1562,8,5,1594.0,Y,1646,275000
1563,7,5,1840.0,Y,2032,300000
1564,8,5,1568.0,Y,1689,271000
1565,7,5,910.0,Y,1820,213000
1566,6,6,1096.0,Y,1118,171000
1567,6,6,1196.0,Y,1279,171500
1568,5,4,0.0,Y,1872,100000
1569,4,5,1680.0,Y,1689,228500
1570,5,6,1499.0,Y,1786,228950
1571,7,6,1277.0,Y,1501,241500
1572,8,6,1565.0,Y,2898,287000
1573,8,5,1518.0,Y,1537,294000
1574,8,5,1638.0,Y,1646,293077
1575,8,5,920.0,Y,1780,264966
1576,5,5,352.0,Y,1442,172500
1577,5,5,384.0,Y,1394,167500
1578,7,5,796.0,Y,1612,218689
1579,6,5,1495.0,Y,1495,150000
1580,6,5,1606.0,Y,1651,184000
1581,6,5,1256.0,Y,1256,180000
1582,6,5,1461.0,Y,1509,175000
1583,8,5,1432.0,Y,1440,232500
1584,6,5,1666.0,Y,1675,195000
1585,8,5,1482.0,Y,2262,305000
1586,8,5,1884.0,Y,1728,298751
1587,8,5,1964.0,Y,1964,370000
1588,7,5,1344.0,Y,1344,209200
1589,7,5,1344.0,Y,1344,206300
1590,5,5,1092.0,Y,1092,146000
1591,6,5,1189.0,Y,1189,160500
1592,4,5,1200.0,Y,1200,173000
1593,5,6,1040.0,Y,1040,124000
1594,5,6,264.0,Y,1304,115000
1595,5,7,550.0,Y,1475,129500
1596,4,7,526.0,Y,988,105000
1597,4,6,462.0,Y,988,94900
1598,5,6,1113.0,Y,1160,152500
1599,6,9,546.0,Y,1092,98000
1600,4,7,630.0,Y,630,81000
1601,5,5,988.0,Y,988,113000
1602,5,7,816.0,Y,816,128500
1603,5,5,876.0,Y,923,119500
1604,5,9,816.0,Y,816,130500
1605,5,8,816.0,Y,816,138000
1606,5,6,845.0,Y,845,134500
1607,6,7,983.0,Y,1750,160000
1608,5,6,864.0,Y,889,137500
1609,5,4,784.0,Y,1968,172000
1610,5,1,686.0,Y,1836,103000
1611,6,6,1587.0,Y,1587,167300
1612,7,5,1277.0,Y,1277,167000
1613,7,6,2223.0,Y,2223,244000
1614,8,6,2217.0,Y,2217,268000
1615,7,5,847.0,Y,1733,225000
1616,6,5,806.0,Y,1572,168000
1617,6,6,794.0,Y,1470,177000
1618,6,5,916.0,Y,1600,169000
1619,6,5,384.0,Y,1384,161500
1620,8,5,1494.0,Y,1652,251000
1621,6,5,392.0,Y,1694,160000
1622,6,5,923.0,Y,1714,180000
1623,7,5,691.0,Y,1553,178750
1624,7,5,1237.0,Y,1253,176000
1625,6,5,938.0,Y,2299,204000
1626,7,5,1168.0,Y,1187,160000
1627,7,5,384.0,Y,1472,160000
1628,7,5,384.0,Y,1482,163900
1629,6,5,903.0,Y,1642,168000
1630,6,6,1302.0,Y,1128,154204
1631,8,5,1074.0,Y,1088,170000
1632,7,5,1190.0,Y,2090,207500
1633,8,5,1166.0,Y,1179,182000
1634,8,5,1312.0,Y,1321,212000
1635,9,5,1922.0,Y,1922,377426
1636,8,5,1149.0,Y,2541,349265
1637,9,5,2660.0,Y,2338,591587
1638,5,5,1100.0,Y,1424,155000
1639,9,5,1612.0,Y,1612,319900
1640,8,6,1419.0,Y,1419,392000
1641,8,5,2220.0,Y,2234,441929
1642,10,5,1742.0,Y,2042,455000
1643,6,7,1440.0,Y,1440,182900
1644,6,5,1284.0,Y,1284,174000
1645,6,7,585.0,Y,1868,178000
1646,7,7,725.0,Y,1479,176000
1647,7,6,1529.0,Y,1664,213000
1648,7,5,780.0,Y,1930,192000
1649,7,6,808.0,Y,1969,190000
1650,6,6,848.0,Y,2030,195000
1651,6,6,1032.0,Y,1032,148000
1652,6,6,1153.0,Y,1177,151500
1653,7,6,539.0,Y,1725,197000
1654,6,5,1259.0,Y,1353,192350
1655,5,5,780.0,Y,1620,152000
1656,6,5,1625.0,Y,1220,170000
1657,5,6,1484.0,Y,1484,175000
1658,6,6,702.0,Y,1743,175000
1659,7,7,793.0,Y,1935,197900
1660,7,6,1228.0,Y,1324,174000
1661,6,6,1084.0,Y,1877,178900
1662,5,7,372.0,Y,1109,139000
1663,6,5,981.0,Y,981,143250
1664,7,9,725.0,Y,1479,184000
1665,5,6,925.0,Y,1422,155000
1666,5,5,914.0,Y,914,133000
1667,5,5,950.0,Y,950,119500
1668,4,5,858.0,Y,872,123000
1669,4,6,858.0,Y,858,110000
1670,4,7,914.0,Y,914,128000
1671,4,6,864.0,Y,864,120500
1672,7,5,723.0,Y,767,133000
1673,6,5,1337.0,Y,1337,155000
1674,6,5,1405.0,Y,1337,177000
1675,6,6,525.0,Y,1092,113500
1676,6,5,672.0,Y,1218,113000
1677,6,5,672.0,Y,1218,113700
1678,5,5,630.0,Y,1302,106000
1679,5,5,765.0,Y,1365,122500
1680,6,5,1078.0,Y,958,128000
1681,6,6,804.0,Y,1548,155000
1682,7,7,1061.0,Y,1055,142500
1683,5,6,988.0,Y,988,129250
1684,9,5,1790.0,Y,1816,356000
1685,9,5,1822.0,Y,1828,314813
1686,8,5,1694.0,Y,1694,318000
1687,8,5,1694.0,Y,1694,322400
1688,8,5,1734.0,Y,1734,318000
1689,8,5,2108.0,Y,2122,345474
1690,9,5,2121.0,Y,2121,415298
1691,9,5,1934.0,Y,2656,492000
1692,8,5,1108.0,Y,2550,338931
1693,10,5,1994.0,Y,2046,450000
1694,7,5,1063.0,Y,2172,280000
1695,9,5,2552.0,Y,2552,479069
1696,8,5,1935.0,Y,1973,395000
1697,9,5,2153.0,Y,2643,380000
1698,8,5,1626.0,Y,1634,250000
1699,8,5,1976.0,Y,1976,440000
1700,9,5,1704.0,Y,2758,418000
1701,10,5,2320.0,Y,2290,500067
1702,8,5,1582.0,Y,2152,260116
1703,8,5,1143.0,Y,2473,317000
1704,8,5,918.0,Y,2100,319500
1705,8,5,1582.0,Y,2161,325624
1706,9,5,1802.0,Y,1802,372000
1707,8,5,1706.0,Y,2956,342000
1708,8,5,1136.0,Y,2468,354000
1709,8,5,1317.0,Y,2385,350000
1710,8,5,1181.0,Y,2374,285000
1711,8,5,895.0,Y,1818,281500
1712,7,5,1614.0,Y,1614,245700
1713,8,5,1721.0,Y,1721,232698
1714,8,5,1298.0,Y,1828,250000
1715,6,5,1362.0,Y,1362,194700
1716,6,5,1302.0,Y,1302,204000
1717,6,5,1302.0,Y,1302,200000
1718,6,5,1362.0,Y,1362,207000
1719,8,5,1554.0,Y,1554,209500
1720,8,5,1554.0,Y,1554,209500
1721,8,5,1370.0,Y,1370,202500
1722,9,5,1577.0,Y,1577,280000
1723,9,5,1561.0,Y,1561,277500
1724,9,5,1869.0,Y,1869,318061
1725,8,5,1324.0,Y,1324,221370
1726,7,5,1405.0,Y,1405,200000
1727,6,5,768.0,Y,1496,181755
1728,6,5,768.0,Y,1536,176000
1729,6,5,783.0,Y,1484,178900
1730,7,5,608.0,Y,1458,168165
1731,6,5,738.0,Y,1495,171925
1732,6,5,698.0,Y,1746,198444
1733,6,5,1326.0,Y,1326,203000
1734,7,5,728.0,Y,1456,179540
1735,7,5,1302.0,Y,1302,176485
1736,7,5,1340.0,Y,1340,181134
1737,6,5,616.0,Y,1412,156932
1738,6,5,752.0,Y,1504,166000
1739,7,5,728.0,Y,1456,177594
1740,7,6,1246.0,Y,1258,173500
1741,7,5,1258.0,Y,1258,172500
1742,7,5,1258.0,Y,1402,194201
1743,8,5,1406.0,Y,1589,226500
1744,7,5,1266.0,Y,1266,185485
1745,7,5,1530.0,Y,1530,259000
1746,7,5,835.0,Y,1119,188500
1747,7,5,384.0,Y,1374,175000
1748,7,5,847.0,Y,1959,215000
1749,7,5,1510.0,Y,1525,206580
1750,7,5,840.0,Y,1720,183500
1751,7,5,384.0,Y,1394,165500
1752,7,5,847.0,Y,1948,211000
1753,6,5,924.0,Y,1690,181000
1754,7,5,854.0,Y,1995,219500
1755,6,5,953.0,Y,1647,175000
1756,7,5,384.0,Y,1430,170000
1757,7,5,660.0,Y,1320,162000
1758,6,5,915.0,Y,1690,187000
1759,6,5,941.0,Y,1644,185000
1760,10,5,2396.0,Y,4476,745000
1761,8,5,1779.0,Y,2551,384500
1762,8,5,969.0,Y,2285,248000
1763,10,5,2633.0,Y,2633,466500
1764,9,5,1408.0,Y,3078,410000
1765,8,5,1389.0,Y,2582,322500
1766,7,5,1066.0,Y,2385,252000
1767,10,6,2444.0,Y,4316,755000
1768,7,5,1117.0,Y,2013,269790
1769,7,5,1379.0,Y,2398,315750
1770,7,5,1203.0,Y,2520,290000
1771,8,5,1318.0,Y,2531,290000
1772,8,5,3200.0,Y,3228,430000
1773,8,5,1105.0,Y,2202,263000
1774,8,5,1325.0,Y,2538,330000
1775,7,6,1369.0,Y,1369,213133
1776,8,5,1542.0,Y,1542,260261
1777,9,5,1905.0,Y,1905,320000
1778,8,5,1485.0,Y,1464,282922
1779,8,5,1524.0,Y,1534,215000
1780,10,5,1966.0,Y,1966,419005
1781,8,5,1623.0,Y,1636,255000
1782,8,5,1795.0,Y,1795,147000
1783,7,5,1528.0,Y,1528,235876
1784,7,5,1726.0,Y,1726,311872
1785,7,6,1689.0,Y,1689,248328
1786,8,5,1588.0,Y,1588,227000
1787,8,5,1538.0,Y,1538,260000
1788,8,5,1496.0,Y,1496,225000
1789,7,5,1494.0,Y,1506,249000
1790,8,5,1686.0,Y,1694,307000
1791,7,5,982.0,Y,1977,250000
1792,8,5,1302.0,Y,1830,221300
1793,8,5,1338.0,Y,1338,208900
1794,7,5,1335.0,Y,1335,210400
1795,8,5,896.0,Y,1792,255000
1796,5,5,725.0,Y,1588,212109
1797,8,5,1088.0,Y,1959,270000
1798,8,5,1184.0,Y,2610,303477
1799,8,5,955.0,Y,1880,310013
1800,8,5,1656.0,Y,1656,249700
1801,7,6,874.0,Y,1761,227875
1802,8,5,1574.0,Y,1584,261329
1803,8,5,1685.0,Y,1685,253000
1804,6,5,1158.0,Y,2443,265000
1805,8,5,1580.0,Y,2466,340000
1806,6,5,1100.0,Y,1100,146000
1807,7,5,1143.0,Y,1143,147000
1808,5,5,1094.0,Y,1094,149000
1809,7,5,1461.0,Y,1486,181000
1810,6,5,928.0,Y,1721,201000
1811,6,5,864.0,Y,1820,191750
1812,7,5,1349.0,Y,1349,179000
1813,7,5,1482.0,Y,1494,215000
1814,6,5,1575.0,Y,1575,179200
1815,6,5,630.0,Y,1266,128000
1816,5,7,840.0,Y,884,144000
1817,5,5,0.0,Y,2020,144000
1818,5,5,894.0,Y,894,120750
1819,5,6,970.0,Y,970,132500
1820,5,5,1057.0,Y,1057,132000
1821,5,7,999.0,Y,999,132500
1822,4,5,1040.0,Y,1120,129000
1823,5,5,1140.0,Y,1696,143900
1824,5,7,1040.0,Y,1040,145000
1825,5,5,988.0,Y,988,128500
1826,5,6,876.0,Y,902,125500
1827,7,5,1223.0,Y,2503,300000
1828,7,7,1192.0,Y,2167,294000
1829,5,5,1037.0,Y,1037,129000
1830,5,5,1390.0,Y,1701,171000
1831,6,7,1044.0,Y,1055,147000
1832,8,5,1453.0,Y,2810,302000
1833,8,5,1683.0,Y,2872,285000
1834,8,5,1378.0,Y,1378,214000
1835,8,5,1141.0,Y,1151,166000
1836,8,5,1511.0,Y,1565,193800
1837,7,5,1352.0,Y,1352,208900
1838,7,5,1352.0,Y,1352,194000
1839,8,5,1550.0,Y,1550,207500
1840,7,5,1241.0,Y,1241,199900
1841,7,5,625.0,Y,1250,164700
1842,6,5,744.0,Y,1501,176500
1843,6,5,729.0,Y,1458,176000
1844,6,5,756.0,Y,1512,168500
1845,6,5,756.0,Y,1573,177000
1846,6,5,756.0,Y,1525,177000
1847,7,5,551.0,Y,1102,148800
1848,8,5,776.0,Y,1441,174000
1849,7,5,975.0,Y,1950,239000
1850,7,5,1339.0,Y,1358,204000
1851,8,5,1054.0,Y,2048,301000
1852,8,5,1220.0,Y,2362,312500
1853,8,5,1494.0,Y,1494,279700
1854,7,6,2002.0,Y,2362,255000
1855,5,7,1360.0,Y,1432,194000
1856,5,8,1437.0,Y,1437,218000
1857,8,6,1057.0,Y,1295,213750
1858,6,7,528.0,Y,1855,187000
1859,6,8,1262.0,Y,1262,181500
1860,8,5,2461.0,Y,2497,373000
1861,5,5,1361.0,Y,2620,190000
1862,7,5,1057.0,Y,1929,226000
1863,6,6,912.0,Y,1152,143450
1864,6,6,1008.0,Y,2411,240050
1865,6,6,973.0,Y,1082,162500
1866,6,5,1295.0,Y,1295,164000
1867,7,7,1124.0,Y,1610,185000
1868,7,6,1594.0,Y,1594,188500
1869,7,6,1148.0,Y,2075,255000
1870,5,6,1680.0,Y,1680,136905
1871,6,7,1093.0,Y,1093,158500
1872,7,6,1242.0,Y,1242,175500
1873,6,5,1052.0,Y,1052,127000
1874,5,6,949.0,Y,1107,127000
1875,5,5,1214.0,Y,1214,143000
1876,5,7,1073.0,Y,1073,156000
1877,5,5,1024.0,Y,1344,144000
1878,5,4,1728.0,Y,1728,119000
1879,4,5,0.0,N,1224,103000
1880,5,5,978.0,Y,1422,139900
1881,6,8,958.0,Y,958,151500
1882,5,5,1065.0,Y,1065,126500
1883,6,8,588.0,Y,1138,145000
1884,5,7,912.0,Y,912,120000
1885,5,5,894.0,Y,1074,124000
1886,5,7,0.0,Y,882,106500
1887,5,5,864.0,Y,1187,140500
1888,5,7,964.0,Y,964,137500
1889,5,7,894.0,Y,894,117600
1890,7,6,1174.0,Y,1200,163500
1891,6,5,1042.0,Y,1042,161000
1892,6,7,1302.0,Y,1302,158000
1893,6,7,845.0,Y,2154,224500
1894,6,5,1130.0,Y,1374,147000
1895,6,7,1592.0,Y,1652,200000
1896,6,6,1144.0,Y,1429,181900
1897,5,6,1063.0,Y,1327,150750
1898,4,5,0.0,Y,1224,101800
1899,6,5,932.0,Y,932,124000
1900,5,7,822.0,Y,908,138500
1901,1,3,0.0,N,334,39300
1902,3,3,666.0,N,666,64500
1903,3,5,370.0,N,670,64000
1904,5,8,808.0,Y,808,112000
1905,6,6,816.0,Y,1977,165000
1906,5,6,1078.0,Y,1150,144000
1907,5,5,928.0,Y,1920,137000
1908,5,5,768.0,Y,1376,105000
1909,5,7,728.0,Y,1644,146500
1910,5,5,1560.0,Y,1560,126000
1911,5,6,793.0,Y,1280,175000
1912,6,5,1218.0,Y,1254,158500
1913,5,5,912.0,Y,912,114500
1914,5,5,874.0,Y,1524,144000
1915,6,5,1021.0,Y,2380,129000
1916,6,7,936.0,Y,936,141000
1917,5,6,1008.0,Y,1008,131000
1918,5,7,1053.0,Y,1053,142100
1919,5,6,1056.0,Y,1056,139000
1920,6,6,1442.0,Y,1442,157900
1921,5,7,1056.0,Y,1056,139400
1922,6,6,1244.0,Y,1244,150000
1923,5,5,1144.0,Y,1144,120000
1924,6,6,1331.0,Y,1721,174850
1925,5,5,922.0,Y,922,116000
1926,5,5,1048.0,Y,1048,135000
1927,6,3,1657.0,Y,1657,163500
1928,5,6,1204.0,Y,1411,130000
1929,5,5,1216.0,Y,1216,129500
1930,5,9,864.0,Y,1154,142000
1931,5,5,1560.0,Y,1560,128600
1932,6,6,948.0,Y,948,125000
1933,6,7,1040.0,Y,1040,136000
1934,5,7,1008.0,Y,1008,134500
1935,5,8,925.0,Y,925,127000
1936,5,5,384.0,Y,1360,130000
1937,4,4,1190.0,Y,1540,115000
1938,5,5,923.0,Y,925,116900
1939,5,7,928.0,Y,928,132000
1940,4,6,1105.0,Y,1647,153000
1941,5,5,924.0,Y,924,112500
1942,4,7,925.0,Y,1544,138000
1943,5,7,845.0,Y,893,135000
1944,5,6,1216.0,Y,1728,156000
1945,5,4,666.0,Y,3086,301600
1946,5,6,735.0,Y,1034,109000
1947,4,6,882.0,Y,882,103200
1948,4,7,1151.0,Y,1281,128500
1949,4,6,656.0,Y,968,64500
1950,5,9,736.0,Y,1534,148000
1951,5,6,691.0,Y,691,86000
1952,7,5,725.0,Y,1651,172000
1953,5,7,920.0,Y,888,120000
1954,6,6,952.0,Y,952,128500
1955,5,5,1040.0,Y,2080,135000
1956,5,7,672.0,Y,924,122900
1957,6,5,1082.0,Y,1082,119200
1958,6,6,1040.0,Y,1846,143000
1959,5,7,876.0,Y,988,119000
1960,5,3,864.0,Y,1238,102000
1961,5,8,864.0,Y,864,129000
1962,5,7,1010.0,Y,1134,135000
1963,5,7,1040.0,Y,1040,152000
1964,5,6,1170.0,Y,1170,140000
1965,5,5,1242.0,Y,1242,152000
1966,5,5,1377.0,Y,1377,156500
1967,5,4,1800.0,N,1800,141000
1968,5,6,0.0,Y,925,99000
1969,6,8,822.0,Y,1851,187000
1970,5,5,864.0,Y,1812,169500
1971,5,5,864.0,Y,864,125500
1972,5,5,896.0,Y,936,130000
1973,5,7,850.0,Y,960,103000
1974,5,7,264.0,Y,1432,132000
1975,6,6,845.0,Y,1296,127500
1976,5,5,1022.0,N,1022,89500
1977,5,5,936.0,Y,936,140000
1978,5,6,967.0,Y,967,99900
1979,4,7,641.0,Y,1047,100000
1980,5,8,808.0,Y,1072,130000
1981,5,8,680.0,Y,1174,135000
1982,3,7,649.0,Y,1183,120000
1983,4,7,907.0,Y,1131,89471
1984,4,6,570.0,N,1141,85000
1985,4,4,960.0,Y,960,108500
1986,4,8,1075.0,Y,1798,137000
1987,5,9,686.0,Y,866,110500
1988,5,6,968.0,Y,968,100000
1989,8,9,725.0,N,1772,184900
1990,6,6,728.0,Y,1642,145000
1991,5,8,702.0,Y,1472,125000
1992,5,7,616.0,Y,1232,114000
1993,5,5,662.0,N,2337,90000
1994,6,8,926.0,Y,1650,144100
1995,6,4,1008.0,Y,2210,117500
1996,5,7,687.0,Y,1358,124500
1997,7,8,819.0,Y,2454,185000
1998,6,6,1214.0,N,2291,133900
1999,6,7,1149.0,Y,1616,152000
2000,5,6,1559.0,Y,1559,153500
2001,7,8,718.0,Y,2554,159500
2002,5,5,912.0,Y,1248,87000
2003,4,6,0.0,Y,968,104500
2004,4,7,0.0,Y,1382,110000
2005,5,7,756.0,N,1060,136500
2006,5,6,910.0,Y,1435,128250
2007,5,5,915.0,Y,1167,144000
2008,6,7,1065.0,Y,1635,210000
2009,5,7,728.0,Y,1274,135000
2010,6,6,600.0,Y,1232,128000
2011,6,6,735.0,Y,1218,131000
2012,5,7,884.0,Y,884,113000
2013,6,5,861.0,Y,1409,126000
2014,5,8,672.0,Y,1322,132000
2015,5,7,966.0,Y,1426,131750
2016,5,6,756.0,Y,1281,132500
2017,5,8,939.0,Y,1513,137500
2018,7,8,832.0,Y,854,132000
2019,6,6,884.0,Y,1367,127500
2020,6,5,960.0,N,986,102000
2021,6,8,1100.0,Y,2264,200000
2022,6,6,764.0,Y,1824,180500
2023,6,7,768.0,Y,1376,165000
2024,5,5,750.0,Y,1316,90000
2025,6,7,698.0,Y,1396,153575
2026,7,6,672.0,N,1344,140000
2027,6,7,714.0,N,2526,136000
2028,5,4,592.0,N,1173,113000
2029,5,3,969.0,N,1214,117000
2030,7,4,1040.0,Y,1818,169500
2031,7,7,637.0,Y,1108,139400
2032,6,6,741.0,Y,2294,202500
2033,6,7,684.0,Y,1355,127000
2034,6,6,780.0,Y,1375,141000
2035,7,9,976.0,Y,1952,212300
2036,6,5,1138.0,Y,2180,161000
2037,4,6,808.0,Y,1315,99500
2038,5,7,530.0,N,1111,101000
2039,4,7,1196.0,Y,1196,109900
2040,5,6,720.0,Y,1382,128500
2041,7,4,925.0,N,1889,122000
2042,5,7,672.0,Y,840,87000
2043,4,1,771.0,Y,1484,50000
2044,7,8,1005.0,Y,2267,219000
2045,5,6,1598.0,Y,3086,200500
2046,5,6,756.0,N,1134,126000
2047,5,6,672.0,N,1282,108500
2048,5,5,925.0,Y,999,130000
2049,5,5,1420.0,Y,1452,158450
2050,4,3,1005.0,Y,1005,115400
2051,4,5,1029.0,Y,1029,118500
2052,5,8,980.0,Y,1020,165000
2053,5,4,1040.0,Y,1040,123000
2054,6,5,814.0,Y,913,129000
2055,5,5,894.0,Y,894,125000
2056,5,5,948.0,Y,948,108000
2057,5,6,768.0,Y,868,119900
2058,5,5,876.0,Y,897,115000
2059,5,5,943.0,Y,943,134500
2060,5,7,955.0,Y,955,127000
2061,5,5,894.0,Y,894,129000
2062,6,5,660.0,Y,1285,143500
2063,5,7,912.0,Y,912,129000
2064,5,5,1240.0,Y,1375,187000
2065,5,4,671.0,Y,2654,158000
2066,5,7,816.0,Y,1416,112000
2067,7,8,680.0,Y,1302,165250
2068,6,5,967.0,Y,1299,150000
2069,5,6,1158.0,Y,1176,137000
2070,4,7,0.0,N,998,89500
2071,7,5,1643.0,Y,1824,302000
2072,6,5,1190.0,Y,1522,182000
2073,6,5,1151.0,Y,2060,211000
2074,5,7,409.0,Y,1325,216000
2075,5,5,1073.0,Y,1630,130000
2076,4,5,484.0,N,1242,109900
2077,6,7,1288.0,Y,2422,255000
2078,6,7,1202.0,Y,2158,243000
2079,6,6,988.0,Y,1626,154000
2080,5,5,864.0,Y,864,118000
2081,4,5,0.0,N,943,80000
2082,4,3,1440.0,Y,1440,150000
2083,4,7,528.0,Y,605,86000
2084,5,6,1038.0,Y,1038,130000
2085,5,6,1342.0,Y,1342,125000
2086,5,6,1080.0,N,1480,136500
2087,4,5,951.0,N,1362,96000
2088,5,6,0.0,Y,1340,120000
2089,6,5,1105.0,Y,1822,228500
2090,7,5,910.0,Y,1442,179900
2091,7,5,700.0,Y,2243,225000
2092,7,5,1502.0,Y,2730,301000
2093,7,5,1104.0,Y,2127,238000
2094,7,6,807.0,Y,1982,228500
2095,7,5,779.0,Y,1958,220000
2096,7,5,1264.0,Y,2696,383970
2097,8,5,1466.0,Y,2828,424870
2098,8,5,1643.0,Y,1651,250000
2099,8,5,2140.0,Y,2140,360000
2100,7,5,1494.0,Y,1494,279500
2101,7,5,1316.0,Y,1316,200141
2102,8,5,1643.0,Y,1651,246500
2103,8,5,1482.0,Y,2574,276000
2104,7,5,1274.0,Y,1274,203000
2105,7,5,728.0,Y,1456,155835
2106,7,5,1240.0,Y,1240,194000
2107,7,5,1208.0,Y,1208,195400
2108,7,5,1546.0,Y,1546,217000
2109,8,5,1489.0,Y,1500,212999
